year,system_name,school_name,subgroup,n_count,n_ready_grad,pct_ready_grad
2021,Davidson County,Nashville Big Picture High School,Hispanic,2,*,*
2021,Davidson County,Nashville Big Picture High School,Non-Economically Disadvantaged,16,2,12.5
2021,Davidson County,Nashville Big Picture High School,Non-English Learners,36,6,16.7
2021,Davidson County,Nashville Big Picture High School,Non-Students with Disabilities,26,4,15.4
2021,Davidson County,Nashville Big Picture High School,Students with Disabilities,10,2,20
2021,Davidson County,Nashville Big Picture High School,Super Subgroup,32,5,15.6
2021,Davidson County,Nashville Big Picture High School,White,7,*,*
2021,Davidson County,Cane Ridge High School,All Students,486,126,25.9
2021,Davidson County,Cane Ridge High School,American Indian or Alaska Native,1,*,*
2021,Davidson County,Cane Ridge High School,Asian,37,8,21.6
2021,Davidson County,Cane Ridge High School,Black or African American,206,60,29.1
2021,Davidson County,Cane Ridge High School,Black/Hispanic/Native American,367,90,24.5
2021,Davidson County,Cane Ridge High School,Economically Disadvantaged,295,64,21.7
2021,Davidson County,Cane Ridge High School,English Learners with Transitional 1-4,114,10,8.8
2021,Davidson County,Cane Ridge High School,Hispanic,160,30,18.8
2021,Davidson County,Cane Ridge High School,Native Hawaiian or Other Pacific Islander,2,*,*
2021,Davidson County,Cane Ridge High School,Non-Economically Disadvantaged,191,62,32.5
2021,Davidson County,Cane Ridge High School,Non-English Learners,372,116,31.2
2021,Davidson County,Cane Ridge High School,Non-Students with Disabilities,418,119,28.5
2021,Davidson County,Cane Ridge High School,Students with Disabilities,68,7,10.3
2021,Davidson County,Cane Ridge High School,Super Subgroup,458,110,24
2021,Davidson County,Cane Ridge High School,White,80,28,35
2021,Davidson County,East Nashville Magnet High School,All Students,162,24,14.8
2021,Davidson County,East Nashville Magnet High School,Asian,1,*,*
2021,Davidson County,East Nashville Magnet High School,Black or African American,152,20,13.2
2021,Davidson County,East Nashville Magnet High School,Black/Hispanic/Native American,153,20,13.1
2021,Davidson County,East Nashville Magnet High School,Economically Disadvantaged,88,11,12.5
2021,Davidson County,East Nashville Magnet High School,English Learners with Transitional 1-4,1,*,*
2021,Davidson County,East Nashville Magnet High School,Hispanic,1,*,*
2021,Davidson County,East Nashville Magnet High School,Non-Economically Disadvantaged,74,13,17.6
2021,Davidson County,East Nashville Magnet High School,Non-English Learners,161,24,14.9
2021,Davidson County,East Nashville Magnet High School,Non-Students with Disabilities,148,23,15.5
2021,Davidson County,East Nashville Magnet High School,Students with Disabilities,14,1,7.1
2021,Davidson County,East Nashville Magnet High School,Super Subgroup,156,22,14.1
2021,Davidson County,East Nashville Magnet High School,White,8,*,*
2021,Davidson County,Glencliff High School,All Students,322,28,8.7
2021,Davidson County,Glencliff High School,Asian,19,9,47.4
2021,Davidson County,Glencliff High School,Black or African American,66,5,7.6
2021,Davidson County,Glencliff High School,Black/Hispanic/Native American,254,15,5.9
2021,Davidson County,Glencliff High School,Economically Disadvantaged,190,13,6.8
2021,Davidson County,Glencliff High School,English Learners with Transitional 1-4,148,**,**
2021,Davidson County,Glencliff High School,Hispanic,188,10,5.3
2021,Davidson County,Glencliff High School,Non-Economically Disadvantaged,132,15,11.4
2021,Davidson County,Glencliff High School,Non-English Learners,174,26,14.9
2021,Davidson County,Glencliff High School,Non-Students with Disabilities,283,27,9.5
2021,Davidson County,Glencliff High School,Students with Disabilities,39,**,**
2021,Davidson County,Glencliff High School,Super Subgroup,311,23,7.4
2021,Davidson County,Glencliff High School,White,49,4,8.2
2021,Davidson County,Harris-Hillman Special Education,All Students,6,*,*
2021,Davidson County,Harris-Hillman Special Education,Asian,1,*,*
2021,Davidson County,Harris-Hillman Special Education,Black or African American,2,*,*
2021,Davidson County,Harris-Hillman Special Education,Black/Hispanic/Native American,4,*,*
2021,Davidson County,Harris-Hillman Special Education,Economically Disadvantaged,3,*,*
2021,Davidson County,Harris-Hillman Special Education,English Learners with Transitional 1-4,2,*,*
2021,Davidson County,Harris-Hillman Special Education,Hispanic,2,*,*
2021,Davidson County,Harris-Hillman Special Education,Non-Economically Disadvantaged,3,*,*
2021,Davidson County,Harris-Hillman Special Education,Non-English Learners,4,*,*
2021,Davidson County,Harris-Hillman Special Education,Students with Disabilities,6,*,*
2021,Davidson County,Harris-Hillman Special Education,Super Subgroup,6,*,*
2021,Davidson County,Harris-Hillman Special Education,White,1,*,*
2021,Davidson County,Hillsboro High,All Students,265,121,45.7
2021,Davidson County,Hillsboro High,American Indian or Alaska Native,2,*,*
2021,Davidson County,Hillsboro High,Asian,9,*,*
2021,Davidson County,Hillsboro High,Black or African American,128,31,24.2
2021,Davidson County,Hillsboro High,Black/Hispanic/Native American,145,40,27.6
2021,Davidson County,Hillsboro High,Economically Disadvantaged,101,27,26.7
2021,Davidson County,Hillsboro High,English Learners with Transitional 1-4,4,*,*
2021,Davidson County,Hillsboro High,Hispanic,15,9,60
2021,Davidson County,Hillsboro High,Non-Economically Disadvantaged,164,94,57.3
2021,Davidson County,Hillsboro High,Non-English Learners,261,121,46.4
2021,Davidson County,Hillsboro High,Non-Students with Disabilities,216,113,52.3
2021,Davidson County,Hillsboro High,Students with Disabilities,49,8,16.3
2021,Davidson County,Hillsboro High,Super Subgroup,185,61,33
2021,Davidson County,Hillsboro High,White,111,75,67.6
2021,Davidson County,Hillwood High,All Students,271,99,36.5
2021,Davidson County,Hillwood High,American Indian or Alaska Native,1,*,*
2021,Davidson County,Hillwood High,Asian,14,12,85.7
2021,Davidson County,Hillwood High,Black or African American,92,22,23.9
2021,Davidson County,Hillwood High,Black/Hispanic/Native American,132,33,25
2021,Davidson County,Hillwood High,Economically Disadvantaged,119,24,20.2
2021,Davidson County,Hillwood High,English Learners with Transitional 1-4,23,2,8.7
2021,Davidson County,Hillwood High,Hispanic,39,10,25.6
2021,Davidson County,Hillwood High,Native Hawaiian or Other Pacific Islander,1,*,*
2021,Davidson County,Hillwood High,Non-Economically Disadvantaged,152,75,49.3
2021,Davidson County,Hillwood High,Non-English Learners,248,97,39.1
2021,Davidson County,Hillwood High,Non-Students with Disabilities,233,95,40.8
2021,Davidson County,Hillwood High,Students with Disabilities,38,4,10.5
2021,Davidson County,Hillwood High,Super Subgroup,189,51,27
2021,Davidson County,Hillwood High,White,124,53,42.7
2021,Davidson County,Hume - Fogg High,All Students,221,**,**
2021,Davidson County,Hume - Fogg High,American Indian or Alaska Native,1,*,*
2021,Davidson County,Hume - Fogg High,Asian,21,**,**
2021,Davidson County,Hume - Fogg High,Black or African American,61,**,**
2021,Davidson County,Hume - Fogg High,Black/Hispanic/Native American,79,**,**
2021,Davidson County,Hume - Fogg High,Economically Disadvantaged,40,**,**
2021,Davidson County,Hume - Fogg High,Hispanic,17,**,**
2021,Davidson County,Hume - Fogg High,Non-Economically Disadvantaged,181,**,**
2021,Davidson County,Hume - Fogg High,Non-English Learners,221,**,**
2021,Davidson County,Hume - Fogg High,Non-Students with Disabilities,212,**,**
2021,Davidson County,Hume - Fogg High,Students with Disabilities,9,*,*
2021,Davidson County,Hume - Fogg High,Super Subgroup,103,**,**
2021,Davidson County,Hume - Fogg High,White,121,**,**
2021,Davidson County,Hunters Lane High,All Students,342,48,14
2021,Davidson County,Hunters Lane High,Asian,1,*,*
2021,Davidson County,Hunters Lane High,Black or African American,139,16,11.5
2021,Davidson County,Hunters Lane High,Black/Hispanic/Native American,286,38,13.3
2021,Davidson County,Hunters Lane High,Economically Disadvantaged,222,30,13.5
2021,Davidson County,Hunters Lane High,English Learners with Transitional 1-4,94,**,**
2021,Davidson County,Hunters Lane High,Hispanic,147,22,15
2021,Davidson County,Hunters Lane High,Non-Economically Disadvantaged,120,18,15
2021,Davidson County,Hunters Lane High,Non-English Learners,248,47,19
2021,Davidson County,Hunters Lane High,Non-Students with Disabilities,297,45,15.2
2021,Davidson County,Hunters Lane High,Students with Disabilities,45,3,6.7
2021,Davidson County,Hunters Lane High,Super Subgroup,320,42,13.1
2021,Davidson County,Hunters Lane High,White,55,10,18.2
2021,Davidson County,John Overton High,All Students,526,163,31
2021,Davidson County,John Overton High,American Indian or Alaska Native,1,*,*
2021,Davidson County,John Overton High,Asian,39,19,48.7
2021,Davidson County,John Overton High,Black or African American,84,21,25
2021,Davidson County,John Overton High,Black/Hispanic/Native American,309,58,18.8
2021,Davidson County,John Overton High,Economically Disadvantaged,280,58,20.7
2021,Davidson County,John Overton High,English Learners with Transitional 1-4,172,9,5.2
2021,Davidson County,John Overton High,Hispanic,224,37,16.5
2021,Davidson County,John Overton High,Native Hawaiian or Other Pacific Islander,2,*,*
2021,Davidson County,John Overton High,Non-Economically Disadvantaged,246,105,42.7
2021,Davidson County,John Overton High,Non-English Learners,354,154,43.5
2021,Davidson County,John Overton High,Non-Students with Disabilities,475,160,33.7
2021,Davidson County,John Overton High,Students with Disabilities,51,3,5.9
2021,Davidson County,John Overton High,Super Subgroup,426,94,22.1
2021,Davidson County,John Overton High,White,176,86,48.9
2021,Davidson County,Early College High School,All Students,48,41,85.4
2021,Davidson County,Early College High School,Asian,1,*,*
2021,Davidson County,Early College High School,Non-Economically Disadvantaged,3,*,*
2021,Davidson County,Early College High School,Non-English Learners,3,*,*
2021,Davidson County,Early College High School,Non-Students with Disabilities,3,*,*
2021,Davidson County,Early College High School,White,2,*,*
2021,Davidson County,Cora Howe School,All Students,4,*,*
2021,Davidson County,Cora Howe School,Black or African American,2,*,*
2021,Davidson County,Cora Howe School,Black/Hispanic/Native American,3,*,*
2021,Davidson County,Cora Howe School,Economically Disadvantaged,1,*,*
2021,Davidson County,Cora Howe School,Hispanic,1,*,*
2021,Davidson County,Cora Howe School,Non-Economically Disadvantaged,3,*,*
2021,Davidson County,Cora Howe School,Non-English Learners,4,*,*
2021,Davidson County,Cora Howe School,Students with Disabilities,4,*,*
2021,Davidson County,Cora Howe School,Super Subgroup,4,*,*
2021,Davidson County,Cora Howe School,White,1,*,*
2021,Davidson County,Maplewood High,All Students,190,11,5.8
2021,Davidson County,Maplewood High,Asian,4,*,*
2021,Davidson County,Maplewood High,Black or African American,127,**,**
2021,Davidson County,Maplewood High,Black/Hispanic/Native American,171,**,**
2021,Davidson County,Maplewood High,Economically Disadvantaged,133,**,**
2021,Davidson County,Maplewood High,English Learners with Transitional 1-4,36,**,**
2021,Davidson County,Maplewood High,Hispanic,44,**,**
2021,Davidson County,Maplewood High,Non-Economically Disadvantaged,57,5,8.8
2021,Davidson County,Maplewood High,Non-English Learners,154,11,7.1
2021,Davidson County,Maplewood High,Non-Students with Disabilities,149,11,7.4
2021,Davidson County,Maplewood High,Students with Disabilities,41,**,**
2021,Davidson County,Maplewood High,Super Subgroup,183,**,**
2021,Davidson County,Maplewood High,White,15,3,20
2021,Davidson County,Martin Luther King Jr School,All Students,217,**,**
2021,Davidson County,Martin Luther King Jr School,Asian,21,**,**
2021,Davidson County,Martin Luther King Jr School,Black or African American,91,84,92.3
2021,Davidson County,Martin Luther King Jr School,Black/Hispanic/Native American,109,102,93.6
2021,Davidson County,Martin Luther King Jr School,Economically Disadvantaged,49,43,87.8
2021,Davidson County,Martin Luther King Jr School,Hispanic,18,**,**
2021,Davidson County,Martin Luther King Jr School,Non-Economically Disadvantaged,168,**,**
2021,Davidson County,Martin Luther King Jr School,Non-English Learners,217,**,**
2021,Davidson County,Martin Luther King Jr School,Non-Students with Disabilities,212,**,**
2021,Davidson County,Martin Luther King Jr School,Students with Disabilities,5,*,*
2021,Davidson County,Martin Luther King Jr School,Super Subgroup,130,122,93.8
2021,Davidson County,Martin Luther King Jr School,White,87,**,**
2021,Davidson County,McGavock High,All Students,541,183,33.8
2021,Davidson County,McGavock High,American Indian or Alaska Native,1,*,*
2021,Davidson County,McGavock High,Asian,12,9,75
2021,Davidson County,McGavock High,Black or African American,227,50,22
2021,Davidson County,McGavock High,Black/Hispanic/Native American,331,80,24.2
2021,Davidson County,McGavock High,Economically Disadvantaged,317,68,21.5
2021,Davidson County,McGavock High,English Learners with Transitional 1-4,33,5,15.2
2021,Davidson County,McGavock High,Hispanic,103,30,29.1
2021,Davidson County,McGavock High,Native Hawaiian or Other Pacific Islander,2,*,*
2021,Davidson County,McGavock High,Non-Economically Disadvantaged,224,115,51.3
2021,Davidson County,McGavock High,Non-English Learners,508,178,35
2021,Davidson County,McGavock High,Non-Students with Disabilities,452,174,38.5
2021,Davidson County,McGavock High,Students with Disabilities,89,9,10.1
2021,Davidson County,McGavock High,Super Subgroup,438,116,26.5
2021,Davidson County,McGavock High,White,196,94,48
2021,Davidson County,Nashville School Of The Arts,All Students,120,54,45
2021,Davidson County,Nashville School Of The Arts,Asian,3,*,*
2021,Davidson County,Nashville School Of The Arts,Black or African American,43,7,16.3
2021,Davidson County,Nashville School Of The Arts,Black/Hispanic/Native American,51,11,21.6
2021,Davidson County,Nashville School Of The Arts,Economically Disadvantaged,29,13,44.8
2021,Davidson County,Nashville School Of The Arts,English Learners with Transitional 1-4,1,*,*
2021,Davidson County,Nashville School Of The Arts,Hispanic,8,*,*
2021,Davidson County,Nashville School Of The Arts,Non-Economically Disadvantaged,91,41,45.1
2021,Davidson County,Nashville School Of The Arts,Non-English Learners,119,54,45.4
2021,Davidson County,Nashville School Of The Arts,Non-Students with Disabilities,108,52,48.1
2021,Davidson County,Nashville School Of The Arts,Students with Disabilities,12,2,16.7
2021,Davidson County,Nashville School Of The Arts,Super Subgroup,66,22,33.3
2021,Davidson County,Nashville School Of The Arts,White,66,41,62.1
2021,Davidson County,Pearl-Cohn High,All Students,138,20,14.5
2021,Davidson County,Pearl-Cohn High,Black or African American,127,19,15
2021,Davidson County,Pearl-Cohn High,Black/Hispanic/Native American,132,20,15.2
2021,Davidson County,Pearl-Cohn High,Economically Disadvantaged,119,16,13.4
2021,Davidson County,Pearl-Cohn High,English Learners with Transitional 1-4,1,*,*
2021,Davidson County,Pearl-Cohn High,Hispanic,5,*,*
2021,Davidson County,Pearl-Cohn High,Non-Economically Disadvantaged,19,4,21.1
2021,Davidson County,Pearl-Cohn High,Non-English Learners,137,20,14.6
2021,Davidson County,Pearl-Cohn High,Non-Students with Disabilities,115,19,16.5
2021,Davidson County,Pearl-Cohn High,Students with Disabilities,23,**,**
2021,Davidson County,Pearl-Cohn High,Super Subgroup,138,20,14.5
2021,Davidson County,Pearl-Cohn High,White,6,*,*
2021,Davidson County,The Academy at Opry Mills,All Students,58,6,10.3
2021,Davidson County,The Academy at Opry Mills,Asian,1,*,*
2021,Davidson County,The Academy at Opry Mills,Black or African American,25,2,8
2021,Davidson County,The Academy at Opry Mills,Black/Hispanic/Native American,39,4,10.3
2021,Davidson County,The Academy at Opry Mills,Economically Disadvantaged,36,3,8.3
2021,Davidson County,The Academy at Opry Mills,English Learners with Transitional 1-4,7,*,*
2021,Davidson County,The Academy at Opry Mills,Hispanic,14,2,14.3
2021,Davidson County,The Academy at Opry Mills,Native Hawaiian or Other Pacific Islander,1,*,*
2021,Davidson County,The Academy at Opry Mills,Non-Economically Disadvantaged,22,3,13.6
2021,Davidson County,The Academy at Opry Mills,Non-English Learners,51,6,11.8
2021,Davidson County,The Academy at Opry Mills,Non-Students with Disabilities,51,5,9.8
2021,Davidson County,The Academy at Opry Mills,Students with Disabilities,7,*,*
2021,Davidson County,The Academy at Opry Mills,Super Subgroup,51,5,9.8
2021,Davidson County,The Academy at Opry Mills,White,17,1,5.9
2021,Davidson County,The Academy at Old Cockrill,All Students,76,4,5.3
2021,Davidson County,The Academy at Old Cockrill,Asian,2,*,*
2021,Davidson County,The Academy at Old Cockrill,Black or African American,52,**,**
2021,Davidson County,The Academy at Old Cockrill,Black/Hispanic/Native American,60,**,**
2021,Davidson County,The Academy at Old Cockrill,Economically Disadvantaged,57,**,**
2021,Davidson County,The Academy at Old Cockrill,English Learners with Transitional 1-4,2,*,*
2021,Davidson County,The Academy at Old Cockrill,Hispanic,8,*,*
2021,Davidson County,The Academy at Old Cockrill,Non-Economically Disadvantaged,19,4,21.1
2021,Davidson County,The Academy at Old Cockrill,Non-English Learners,74,4,5.4
2021,Davidson County,The Academy at Old Cockrill,Non-Students with Disabilities,63,4,6.3
2021,Davidson County,The Academy at Old Cockrill,Students with Disabilities,13,**,**
2021,Davidson County,The Academy at Old Cockrill,Super Subgroup,64,**,**
2021,Davidson County,The Academy at Old Cockrill,White,14,4,28.6
2021,Davidson County,Stratford STEM Magnet School,All Students,169,20,11.8
2021,Davidson County,Stratford STEM Magnet School,Asian,6,*,*
2021,Davidson County,Stratford STEM Magnet School,Black or African American,112,**,**
2021,Davidson County,Stratford STEM Magnet School,Black/Hispanic/Native American,138,12,8.7
2021,Davidson County,Stratford STEM Magnet School,Economically Disadvantaged,122,**,**
2021,Davidson County,Stratford STEM Magnet School,English Learners with Transitional 1-4,18,**,**
2021,Davidson County,Stratford STEM Magnet School,Hispanic,26,7,26.9
2021,Davidson County,Stratford STEM Magnet School,Non-Economically Disadvantaged,47,14,29.8
2021,Davidson County,Stratford STEM Magnet School,Non-English Learners,151,20,13.2
2021,Davidson County,Stratford STEM Magnet School,Non-Students with Disabilities,138,18,13
2021,Davidson County,Stratford STEM Magnet School,Students with Disabilities,31,2,6.5
2021,Davidson County,Stratford STEM Magnet School,Super Subgroup,160,16,10
2021,Davidson County,Stratford STEM Magnet School,White,25,7,28
2021,Davidson County,Whites Creek High,All Students,139,33,23.7
2021,Davidson County,Whites Creek High,Black or African American,118,26,22
2021,Davidson County,Whites Creek High,Black/Hispanic/Native American,122,28,23
2021,Davidson County,Whites Creek High,Economically Disadvantaged,108,23,21.3
2021,Davidson County,Whites Creek High,English Learners with Transitional 1-4,2,*,*
2021,Davidson County,Whites Creek High,Hispanic,4,*,*
2021,Davidson County,Whites Creek High,Native Hawaiian or Other Pacific Islander,1,*,*
2021,Davidson County,Whites Creek High,Non-Economically Disadvantaged,31,10,32.3
2021,Davidson County,Whites Creek High,Non-English Learners,137,32,23.4
2021,Davidson County,Whites Creek High,Non-Students with Disabilities,115,32,27.8
2021,Davidson County,Whites Creek High,Students with Disabilities,24,**,**
2021,Davidson County,Whites Creek High,Super Subgroup,137,32,23.4
2021,Davidson County,Whites Creek High,White,16,4,25
2021,Davidson County,The Academy at Hickory Hollow,All Students,124,7,5.6
2021,Davidson County,The Academy at Hickory Hollow,Asian,1,*,*
2021,Davidson County,The Academy at Hickory Hollow,Black or African American,28,2,7.1
2021,Davidson County,The Academy at Hickory Hollow,Black/Hispanic/Native American,79,**,**
2021,Davidson County,The Academy at Hickory Hollow,Economically Disadvantaged,72,5,6.9
2021,Davidson County,The Academy at Hickory Hollow,English Learners with Transitional 1-4,21,**,**
2021,Davidson County,The Academy at Hickory Hollow,Hispanic,51,**,**
2021,Davidson County,The Academy at Hickory Hollow,Non-Economically Disadvantaged,52,**,**
2021,Davidson County,The Academy at Hickory Hollow,Non-English Learners,103,7,6.8
2021,Davidson County,The Academy at Hickory Hollow,Non-Students with Disabilities,116,7,6
2021,Davidson County,The Academy at Hickory Hollow,Students with Disabilities,8,*,*
2021,Davidson County,The Academy at Hickory Hollow,Super Subgroup,113,7,6.2
2021,Davidson County,The Academy at Hickory Hollow,White,44,3,6.8
2021,Davidson County,Transitions at Bass,All Students,19,**,**
2021,Davidson County,Transitions at Bass,Black or African American,15,**,**
2021,Davidson County,Transitions at Bass,Black/Hispanic/Native American,16,**,**
2021,Davidson County,Transitions at Bass,Economically Disadvantaged,18,**,**
2021,Davidson County,Transitions at Bass,English Learners with Transitional 1-4,1,*,*
2021,Davidson County,Transitions at Bass,Hispanic,1,*,*
2021,Davidson County,Transitions at Bass,Non-Economically Disadvantaged,1,*,*
2021,Davidson County,Transitions at Bass,Non-English Learners,18,**,**
2021,Davidson County,Transitions at Bass,Non-Students with Disabilities,12,**,**
2021,Davidson County,Transitions at Bass,Students with Disabilities,7,*,*
2021,Davidson County,Transitions at Bass,Super Subgroup,19,**,**
2021,Davidson County,Transitions at Bass,White,3,*,*
2021,Davidson County,The Cohn Learning Center,All Students,11,**,**
2021,Davidson County,The Cohn Learning Center,Black or African American,9,*,*
2021,Davidson County,The Cohn Learning Center,Black/Hispanic/Native American,10,**,**
2021,Davidson County,The Cohn Learning Center,Economically Disadvantaged,9,*,*
2021,Davidson County,The Cohn Learning Center,Hispanic,1,*,*
2021,Davidson County,The Cohn Learning Center,Non-Economically Disadvantaged,2,*,*
2021,Davidson County,The Cohn Learning Center,Non-English Learners,11,**,**
2021,Davidson County,The Cohn Learning Center,Non-Students with Disabilities,9,*,*
2021,Davidson County,The Cohn Learning Center,Students with Disabilities,2,*,*
2021,Davidson County,The Cohn Learning Center,Super Subgroup,11,**,**
2021,Davidson County,The Cohn Learning Center,White,1,*,*
2021,Davidson County,Lead Academy,All Students,90,38,42.2
2021,Davidson County,Lead Academy,Asian,1,*,*
2021,Davidson County,Lead Academy,Black or African American,41,17,41.5
2021,Davidson County,Lead Academy,Black/Hispanic/Native American,80,33,41.3
2021,Davidson County,Lead Academy,Economically Disadvantaged,57,20,35.1
2021,Davidson County,Lead Academy,English Learners with Transitional 1-4,17,2,11.8
2021,Davidson County,Lead Academy,Hispanic,39,16,41
2021,Davidson County,Lead Academy,Non-Economically Disadvantaged,33,18,54.5
2021,Davidson County,Lead Academy,Non-English Learners,73,36,49.3
2021,Davidson County,Lead Academy,Non-Students with Disabilities,75,36,48
2021,Davidson County,Lead Academy,Students with Disabilities,15,2,13.3
2021,Davidson County,Lead Academy,Super Subgroup,89,37,41.6
2021,Davidson County,Lead Academy,White,9,*,*
2021,Davidson County,KIPP Nashville Collegiate High School,All Students,94,61,64.9
2021,Davidson County,KIPP Nashville Collegiate High School,Asian,1,*,*
2021,Davidson County,KIPP Nashville Collegiate High School,Black or African American,61,39,63.9
2021,Davidson County,KIPP Nashville Collegiate High School,Black/Hispanic/Native American,89,58,65.2
2021,Davidson County,KIPP Nashville Collegiate High School,Economically Disadvantaged,57,34,59.6
2021,Davidson County,KIPP Nashville Collegiate High School,English Learners with Transitional 1-4,8,*,*
2021,Davidson County,KIPP Nashville Collegiate High School,Hispanic,28,19,67.9
2021,Davidson County,KIPP Nashville Collegiate High School,Non-Economically Disadvantaged,37,27,73
2021,Davidson County,KIPP Nashville Collegiate High School,Non-English Learners,86,58,67.4
2021,Davidson County,KIPP Nashville Collegiate High School,Non-Students with Disabilities,79,59,74.7
2021,Davidson County,KIPP Nashville Collegiate High School,Students with Disabilities,15,2,13.3
2021,Davidson County,KIPP Nashville Collegiate High School,Super Subgroup,91,58,63.7
2021,Davidson County,KIPP Nashville Collegiate High School,White,4,*,*
2021,Davidson County,LEAD Southeast,All Students,54,19,35.2
2021,Davidson County,LEAD Southeast,Asian,4,*,*
2021,Davidson County,LEAD Southeast,Black or African American,15,5,33.3
2021,Davidson County,LEAD Southeast,Black/Hispanic/Native American,34,9,26.5
2021,Davidson County,LEAD Southeast,Economically Disadvantaged,25,6,24
2021,Davidson County,LEAD Southeast,English Learners with Transitional 1-4,15,**,**
2021,Davidson County,LEAD Southeast,Hispanic,19,4,21.1
2021,Davidson County,LEAD Southeast,Non-Economically Disadvantaged,29,13,44.8
2021,Davidson County,LEAD Southeast,Non-English Learners,39,19,48.7
2021,Davidson County,LEAD Southeast,Non-Students with Disabilities,50,19,38
2021,Davidson County,LEAD Southeast,Students with Disabilities,4,*,*
2021,Davidson County,LEAD Southeast,Super Subgroup,45,12,26.7
2021,Davidson County,LEAD Southeast,White,16,7,43.8
2021,Davidson County,Intrepid College Preparatory Charter School,All Students,42,16,38.1
2021,Davidson County,Intrepid College Preparatory Charter School,Black or African American,9,*,*
2021,Davidson County,Intrepid College Preparatory Charter School,Black/Hispanic/Native American,33,10,30.3
2021,Davidson County,Intrepid College Preparatory Charter School,Economically Disadvantaged,20,8,40
2021,Davidson County,Intrepid College Preparatory Charter School,English Learners with Transitional 1-4,9,*,*
2021,Davidson County,Intrepid College Preparatory Charter School,Hispanic,24,8,33.3
2021,Davidson County,Intrepid College Preparatory Charter School,Non-Economically Disadvantaged,22,8,36.4
2021,Davidson County,Intrepid College Preparatory Charter School,Non-English Learners,33,16,48.5
2021,Davidson County,Intrepid College Preparatory Charter School,Non-Students with Disabilities,38,16,42.1
2021,Davidson County,Intrepid College Preparatory Charter School,Students with Disabilities,4,*,*
2021,Davidson County,Intrepid College Preparatory Charter School,Super Subgroup,37,13,35.1
2021,Davidson County,Intrepid College Preparatory Charter School,White,9,*,*
2021,Davidson County,Knowledge Academies High School,All Students,29,2,6.9
2021,Davidson County,Knowledge Academies High School,Asian,1,*,*
2021,Davidson County,Knowledge Academies High School,Black or African American,9,*,*
2021,Davidson County,Knowledge Academies High School,Black/Hispanic/Native American,22,**,**
2021,Davidson County,Knowledge Academies High School,Economically Disadvantaged,14,**,**
2021,Davidson County,Knowledge Academies High School,English Learners with Transitional 1-4,5,*,*
2021,Davidson County,Knowledge Academies High School,Hispanic,13,**,**
2021,Davidson County,Knowledge Academies High School,Non-Economically Disadvantaged,15,2,13.3
2021,Davidson County,Knowledge Academies High School,Non-English Learners,24,2,8.3
2021,Davidson County,Knowledge Academies High School,Non-Students with Disabilities,24,2,8.3
2021,Davidson County,Knowledge Academies High School,Students with Disabilities,5,*,*
2021,Davidson County,Knowledge Academies High School,Super Subgroup,24,**,**
2021,Davidson County,Knowledge Academies High School,White,6,*,*
2021,Davidson County,STEM Prep High School,All Students,105,44,41.9
2021,Davidson County,STEM Prep High School,Asian,5,*,*
2021,Davidson County,STEM Prep High School,Black or African American,19,5,26.3
2021,Davidson County,STEM Prep High School,Black/Hispanic/Native American,69,27,39.1
2021,Davidson County,STEM Prep High School,Economically Disadvantaged,64,23,35.9
2021,Davidson County,STEM Prep High School,English Learners with Transitional 1-4,29,2,6.9
2021,Davidson County,STEM Prep High School,Hispanic,50,22,44
2021,Davidson County,STEM Prep High School,Non-Economically Disadvantaged,41,21,51.2
2021,Davidson County,STEM Prep High School,Non-English Learners,76,42,55.3
2021,Davidson County,STEM Prep High School,Non-Students with Disabilities,97,43,44.3
2021,Davidson County,STEM Prep High School,Students with Disabilities,8,*,*
2021,Davidson County,STEM Prep High School,Super Subgroup,98,40,40.8
2021,Davidson County,STEM Prep High School,White,31,14,45.2
2021,Davidson County,RePublic High School,All Students,104,31,29.8
2021,Davidson County,RePublic High School,Asian,1,*,*
2021,Davidson County,RePublic High School,Black or African American,62,20,32.3
2021,Davidson County,RePublic High School,Black/Hispanic/Native American,97,28,28.9
2021,Davidson County,RePublic High School,Economically Disadvantaged,59,14,23.7
2021,Davidson County,RePublic High School,English Learners with Transitional 1-4,11,1,9.1
2021,Davidson County,RePublic High School,Hispanic,35,8,22.9
2021,Davidson County,RePublic High School,Non-Economically Disadvantaged,45,17,37.8
2021,Davidson County,RePublic High School,Non-English Learners,93,30,32.3
2021,Davidson County,RePublic High School,Non-Students with Disabilities,85,26,30.6
2021,Davidson County,RePublic High School,Students with Disabilities,19,5,26.3
2021,Davidson County,RePublic High School,Super Subgroup,101,30,29.7
2021,Davidson County,RePublic High School,White,6,*,*
